CNPJ da instituição financeira credenciada;CNPJ;Valor Contratado em R$ mil;N° de clientes;Navegação;CNPJ da instituição financeira credenciada - formatado;Ano;Município - Nome - Código;Última contratação;Fonte de recurso - tratada;Valor desembolsado tratado;Cliente;Custo financeiro;Data da contratação;Descrição do projeto;Fonte de recurso (desembolsos);Forma de apoio;Inovação;Instituição Financeira Credenciada;Instrumento financeiro;Juros;Modalidade de apoio;Município - código;Município;Natureza do cliente;Número de registros;Número do contrato;Porte do cliente;Prazo - amortização (meses);Prazo - carência (meses);Produto;Setor BNDES;Setor CNAE;Situação do contrato;Subsetor BNDES;Subsetor CNAE - código;Subsetor CNAE - nome;Subsetor CNAE agrupado;Tipo de garantia;UF - nome;UF;Valor contratado  R$;Valor desembolsado R$;Área Operacional
;68314830000127;2687,195;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2010;RIO DE JANEIRO  -  3304557;29/12/2010;-;0;FUNDACAO DE APOIO A UNIVERSIDADE DE SAO PAULO;SEM CUSTO;29/12/2010;ESTRUTURACAO DO LABORATORIO NACIONAL DE CELULAS-TRONCO EMBRIONARIAS (LANCE) PARA DESENVOLVIMENTO E DISPONIBILIZACAO GRATUITA DE CELULAS-TRONCO PARA OS GRUPOS DE PESQUISA DA REDE NACIONAL DE TERAPIA CELULAR (RNTC).;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3304557;RIO DE JANEIRO;PRIVADA;1;10200521;GRANDE;0;0;BNDES NÃO REEMBOLSÁVEL;INDÚSTRIA;INDUSTRIA DE TRANSFORMAÇÃO;LIQUIDADO;QUÍMICA E PETROQUÍMICA;C2121101;FABRICACAO DE MEDICAMENTOS ALOPATICOS PARA USO HUMANO;FARMOQUÍMICO, FARMACÊUTICO;NÃO SE APLICA;RIO DE JANEIRO;RJ;2687195;0;AREA DE INDUSTRIA E SERVICOS 1
;72060999000175;8910;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2010;RIO DE JANEIRO  -  3304557;24/09/2010;-;0;FUNDACAO COORDENACAO DE PROJETOS,PESQUISAS E ESTUDOS TE;SEM CUSTO;24/09/2010;DESENVOLVIMENTO DE SOLUCAO DE PRAZIQUANTEL PARA TRATAMENTO  DA ESQUISTOSSOMOSE E CONTRUCAO DE PLANTA PILOTO NO  CAMPUS  DA UFRJ PRA PRODUCAO DE LOTES INICIAIS DESTE MEDICAMENTO.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3304557;RIO DE JANEIRO;PRIVADA;1;09210641;GRANDE;0;0;BNDES NÃO REEMBOLSÁVEL;INDÚSTRIA;INDUSTRIA DE TRANSFORMAÇÃO;LIQUIDADO;QUÍMICA E PETROQUÍMICA;C2121101;FABRICACAO DE MEDICAMENTOS ALOPATICOS PARA USO HUMANO;FARMOQUÍMICO, FARMACÊUTICO;NÃO SE APLICA;RIO DE JANEIRO;RJ;8910000;0;AREA DE INDUSTRIA E SERVICOS 1
;60255791000122;3574,645;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2009;RIBEIRAO PRETO  -  3543402;23/12/2009;-;0;FUNDACAO HEMOCENTRO DE RIBEIRAO PRETO;SEM CUSTO;23/12/2009;ESTRUTURAR O CENTRO DE DESENVOLVIMENTO DE TECNOLOGIA PARA TERAPIA CELULAR DA FUNDHERP PARA O DESENVOLVIMENTO DE TECNOLOGIAS DE CULTIVO E MANIPULACAO DE CELULAS-TRONCO E DISPONIBILIZAR CELULAS-TRONCO MESENQUIMAIS PARA A REDE NACIONAL DE TERAPIA CELULAR, COM RECURSOS DO FUNDO TECNOLOGICO - FUNTEC.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3543402;RIBEIRAO PRETO;PRIVADA;1;09207061;GRANDE;0;0;BNDES NÃO REEMBOLSÁVEL;INDÚSTRIA;INDUSTRIA DE TRANSFORMAÇÃO;LIQUIDADO;QUÍMICA E PETROQUÍMICA;C2121101;FABRICACAO DE MEDICAMENTOS ALOPATICOS PARA USO HUMANO;FARMOQUÍMICO, FARMACÊUTICO;NÃO SE APLICA;SAO PAULO;SP;3574645;0;AREA DE INDUSTRIA E SERVICOS 1
;60633674000155;11608,24061;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2009;SAO PAULO  -  3550308;14/10/2009;-;0;INSTITUTO DE PESQUISAS TECNOLOGICAS DO ESTADO DE SAO PA;SEM CUSTO;14/10/2009;OBTENCAO DE SILICIO GRAU SOLAR(SIGS), DE PUREZA INTERMEDIARIA ENTRE O GRAU METALURGICO E O GRAU ELETRONICO, ATRAVES DO APERFEICOAMENTO DA PURIFICACAO METALURGICA, VISANDO A PRODUCAO DE CELULAS E PAINEIS FOTOVOLTATICAS(ENERGIA RENOVAVEL).;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3550308;SAO PAULO;PÚBLICA INDIRETA;1;09205401;GRANDE;0;0;BNDES NÃO REEMBOLSÁVEL;INDÚSTRIA;INDUSTRIA DE TRANSFORMAÇÃO;LIQUIDADO;METALURGIA E PRODUTOS;C2451200;FUNDICAO DE FERRO E ACO;METALURGIA;NÃO SE APLICA;SAO PAULO;SP;11608240,61;0;AREA DE INDUSTRIA E SERVICOS 2
;9462873000190;8000;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2007;IPERO  -  3521002;29/06/2007;-;0;CENTRO TECNOLOGICO DA MARINHA EM SAO PAULO;SEM CUSTO;29/06/2007;PESQUISA, DESENVOLVIMENTO E FABRICACAO  DE   EQUIPAMENTOS  ESISTEMAS DE SEPARACAO ISOTOPICA, QUE APRESENTEM INOVACAO TECNOLOGICA.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3521002;IPERO;ADM. PÚBLICA DIRETA - GOVERNO FEDERAL;1;07200081;GRANDE;0;0;BNDES NÃO REEMBOLSÁVEL;INDÚSTRIA;INDUSTRIA EXTRATIVA;LIQUIDADO;EXTRATIVA;B0725100;EXTRACAO DE MINERAIS RADIOATIVOS;INDÚSTRIA EXTRATIVA;NÃO SE APLICA;SAO PAULO;SP;8000000;0;AREA DE INDUSTRIA E SERVICOS 2
;72060999000175;681,918;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2014;RIO DE JANEIRO  -  3304557;22/12/2014;RECURSOS ESTATUTÁRIOS - PRÓPRIOS ESTATUTÁRIOS;681918;FUNDACAO COORDENACAO DE PROJETOS,PESQUISAS E ESTUDOS TE;SEM CUSTO;22/12/2014;SUPLEMENTACAO DE RECURSOS PARA CONSTRUCAO DE UM MODULO DE PASSAGEIROS E DE UMA PISTA DE PROVAS EM ESCALA REAL, COM 228 METROS DE EXTENSAO, PARA REALIZACAO DE TESTES COM PASSAGEIROS DA TECNOLOGIA DE LEVITACAO SUPERCONDUTORA (LSC), DENOMINADA MAGLEV-COBRA;RECURSOS ESTATUTÁRIOS - PRÓPRIOS ESTATUTÁRIOS;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3304557;RIO DE JANEIRO;PRIVADA;1;14209731;GRANDE;0;0;BNDES NÃO REEMBOLSÁVEL;INFRAESTRUTURA;COMERCIO E SERVICOS;LIQUIDADO;TRANSPORTE FERROVIÁRIO;H4912402;TRANSP FERROVIARIO PASSAGEIROS MUNICIPAL E REGIAO METROPOLITANA;TRANSPORTE TERRESTRE;NÃO SE APLICA;RIO DE JANEIRO;RJ;681918;681918;AREA DE SANEAMENTO E TRANSPORTE
;72060999000175;5798,597;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2011;RIO DE JANEIRO  -  3304557;20/12/2011;RECURSOS ESTATUTÁRIOS - PRÓPRIOS ESTATUTÁRIOS;5798597;FUNDACAO COORDENACAO DE PROJETOS,PESQUISAS E ESTUDOS TE;SEM CUSTO;20/12/2011;SUPLEMENTACAO DE RECURSOS PARA CONSTRUCAO DE UM MODULO DE PASSAGEIROS E DE UMA PISTA DE PROVAS EM ESCALA REAL, COM 228 METROS DE EXTENSAO, PARA REALIZACAO DE TESTES COM PASSAGEIROS DA TECNOLOGIA DE LEVITACAO SUPERCONDUTORA (LSC), DENOMINADA MAGLEV-COBRA;RECURSOS ESTATUTÁRIOS - PRÓPRIOS ESTATUTÁRIOS;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3304557;RIO DE JANEIRO;PRIVADA;1;09214161;GRANDE;0;0;BNDES NÃO REEMBOLSÁVEL;INFRAESTRUTURA;COMERCIO E SERVICOS;LIQUIDADO;TRANSPORTE FERROVIÁRIO;H4912402;TRANSP FERROVIARIO PASSAGEIROS MUNICIPAL E REGIAO METROPOLITANA;TRANSPORTE TERRESTRE;NÃO SE APLICA;RIO DE JANEIRO;RJ;5798597;5798597;AREA DE SANEAMENTO E TRANSPORTE
;4783281000157;5702;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2012;CAMPINAS  -  3509502;18/04/2012;-;0;CENTRO DE PESQUISAS AVANCADAS WERNHER VON BRAUN;SEM CUSTO;18/04/2012;PROJETO E FABRICACAO DE PROTOTIPOS DE CHIPS PASSIVOS DO ASICEM TECNOL. CMOS DE 180NM, DESTINADOS A IDENTIF. POR RADIO   FREQUENCIA DE BENS/MERCADORIAS, BASEADOS EM PROTOC.DE COMUN.ASSINC. COM CRIPTOGRAFIA DE 128 BITS, PARA OPERACAO NA FAIXAENTRE 900 E 950MHZ, NO AMBITO DO FUNDO TECNOL.-BNDES FUNTEC.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3509502;CAMPINAS;PRIVADA;1;10208741;MICRO;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;LIQUIDADO;COMÉRCIO E SERVIÇOS;M7210000;PESQUISA E DESENVOLVIMENTO EXPERIMENTAL CIENCIA FISICA E NATURAL;ATIV IMOBIL, PROFISSIONAL E ADM;NÃO SE APLICA;SAO PAULO;SP;5702000;0;AREA DE INDUSTRIA E SERVICOS 1
;88630413000109;1980;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2008;PORTO ALEGRE  -  4314902;03/03/2008;-;0;UNIAO BRASILEIRA DE EDUCACAO E ASSISTENCIA;SEM CUSTO;03/03/2008;OTIMIZACAO QUIMICA, AVALIACAO BIOQUIMICA E TOXICOLOGIA EM ROEDORES DE UM NOVO COMPOSTO PARA O DESENVOLVIMENTO DE UMA DROGA PARA O TRATAMENTO DA TUBERCULOSE, COM RECURSOS DO  FUNDO TECNOLOGICO - FUNTEC.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;4314902;PORTO ALEGRE;PRIVADA;1;07207401;MICRO;0;0;BNDES NÃO REEMBOLSÁVEL;INDÚSTRIA;INDUSTRIA DE TRANSFORMAÇÃO;LIQUIDADO;QUÍMICA E PETROQUÍMICA;C2121101;FABRICACAO DE MEDICAMENTOS ALOPATICOS PARA USO HUMANO;FARMOQUÍMICO, FARMACÊUTICO;NÃO SE APLICA;RIO GRANDE DO SUL;RS;1980000;0;AREA DE INDUSTRIA E SERVICOS 1
;96499728000189;5485,39485;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2009;CAMPINAS  -  3509502;01/12/2009;-;0;VENTURUS CENTRO DE INOVACAO TECNOLOGICA;SEM CUSTO;01/12/2009;DESENVOLVIMENTO DE EQUIPAMENTOS E PROCESSOS COMPUTACIONAIS AVANCADAS PARA LOCALIZAR VAZAMENTOS EM REDES DE DISTRIBUICAO DE AGUA POTAVEL UTILIZANTO CONHECIMENTOS EM REDES NEURAIS E LOGICA FUZZY NO AMBITO DO FUNDO TECNOLOGICO - FUNTEC.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3509502;CAMPINAS;PRIVADA;1;09207671;MÉDIA;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;LIQUIDADO;COMÉRCIO E SERVIÇOS;M7210000;PESQUISA E DESENVOLVIMENTO EXPERIMENTAL CIENCIA FISICA E NATURAL;ATIV IMOBIL, PROFISSIONAL E ADM;NÃO SE APLICA;SAO PAULO;SP;5485394,85;0;AREA DE INDUSTRIA E SERVICOS 1
;72060999000175;2498;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2011;SEM MUNICÍPIO  -  0000000;24/01/2011;-;0;FUNDACAO COORDENACAO DE PROJETOS,PESQUISAS E ESTUDOS TE;SEM CUSTO;24/01/2011;DESENVOLVIMENTO DE MATERIAIS CERAMICOS POROSOS COM ELEVADO POTENCIAL DE SEPARAR CO2 DE GASES DE EXAUSTAO, TENDO EM VISTA NECESSIDADES DA INDUSTRIA PETROQUIMICA EDA BRASKEM.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;0000000;SEM MUNICÍPIO;PRIVADA;1;10213721;MÉDIA;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;LIQUIDADO;COMÉRCIO E SERVIÇOS;M7210000;PESQUISA E DESENVOLVIMENTO EXPERIMENTAL CIENCIA FISICA E NATURAL;ATIV IMOBIL, PROFISSIONAL E ADM;NÃO SE APLICA;INTERESTADUAL;IE;2498000;0;AREA DE INDUSTRIA E SERVICOS 2
;1576817000175;1675,789;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2013;CAMPINAS  -  3509502;24/04/2013;-;0;CENTRO NACIONAL DE PESQUISA EM ENERGIA E MATERIAIS;SEM CUSTO;24/04/2013;DESENVOLVIMENTO DE UM PAR BIMETALICO TUBULAR UTILIZANDO PROCESSO DE SOLDAGEM POR PINO NAO CONSUMIVEL (SAPNC).;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3509502;CAMPINAS;PRIVADA;1;13200371;MÉDIA;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;LIQUIDADO;COMÉRCIO E SERVIÇOS;M7210000;PESQUISA E DESENVOLVIMENTO EXPERIMENTAL CIENCIA FISICA E NATURAL;ATIV IMOBIL, PROFISSIONAL E ADM;NÃO SE APLICA;SAO PAULO;SP;1675789;0;AREA DE INDUSTRIA E SERVICOS 2
;71558068000139;9200;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2011;SAO PAULO  -  3550308;07/06/2011;-;0;FUNDACAO PARQUE DE ALTA TECNOLOGIA DA REGIAO DE IPERO;SEM CUSTO;07/06/2011;IMPLANTACAO DE UMA UNIDADE PILOTO PARA PRODUCAO DE FIBRA DE CARBONO DE ALTA RESISTENCIA, NAS INSTALACOES DO CENTRO TECNOLOGICO DA MARINHA EM SAO PAULO (CTMSP) LOCALIZADAS EM SAO PAULO (SP).;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3550308;SAO PAULO;PRIVADA;1;10220981;MÉDIA;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;LIQUIDADO;COMÉRCIO E SERVIÇOS;M7210000;PESQUISA E DESENVOLVIMENTO EXPERIMENTAL CIENCIA FISICA E NATURAL;ATIV IMOBIL, PROFISSIONAL E ADM;NÃO SE APLICA;SAO PAULO;SP;9200000;0;AREA DE INDUSTRIA E SERVICOS 2
;60633674000155;14245,609;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2009;SAO PAULO  -  3550308;10/07/2009;-;0;INSTITUTO DE PESQUISAS TECNOLOGICAS DO ESTADO DE SAO PA;SEM CUSTO;10/07/2009;DESENVOLVIMENTO E VALIDACAO DE TECNOLOGIA PARA REMEDIACAO DESOLO E AGUA SUBTERRANEA CONTAMINADOS COM ORGANOCLORADOS.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3550308;SAO PAULO;PÚBLICA INDIRETA;1;09200851;MÉDIA;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;LIQUIDADO;COMÉRCIO E SERVIÇOS;M7210000;PESQUISA E DESENVOLVIMENTO EXPERIMENTAL CIENCIA FISICA E NATURAL;ATIV IMOBIL, PROFISSIONAL E ADM;NÃO SE APLICA;SAO PAULO;SP;14245609;0;AREA DE INDUSTRIA E SERVICOS 2
;66991647000130;3240;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2011;SAO CARLOS  -  3548906;25/02/2011;-;0;FUND DE APOIO INSTIT. AO DESENV CIENTIFICO E TECNOLOGIC;SEM CUSTO;25/02/2011;IMPLANTACAO DE UMA PLANTA-PILOTO PARA A PRODUCAO DE BIODIESEL, DESPOLUICAO DE VINHACA E AGUAS RESIDUAIS ORIUNDAS  DA PRODUCAO DE ETANOL E SEQUESTRO DE DIOXIDO DE CARBONO, ATRAVES DO PROCESSO SEQUENCIAL DO CULTIVO DE MICROALGAS E BIODIGESTAO.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3548906;SAO CARLOS;PRIVADA;1;10218141;MÉDIA;0;0;BNDES NÃO REEMBOLSÁVEL;INDÚSTRIA;INDUSTRIA DE TRANSFORMAÇÃO;LIQUIDADO;QUÍMICA E PETROQUÍMICA;C1932200;FABRICACAO DE BIOCOMBUSTIVEIS, EXCETO ALCOOL;COQUE, PETRÓLEO E COMBUSTÍVEL;NÃO SE APLICA;SAO PAULO;SP;3240000;0;AREA DE INDUSTRIA E SERVICOS 1
